ID,Name_Lang_enUS,Effect_1,EffectItemType_1,Effect_2,EffectItemType_2,Effect_3,EffectItemType_3,Reagent_1,ReagentCount_1,Reagent_2,ReagentCount_2,Reagent_3,ReagentCount_3,Reagent_4,ReagentCount_4,Reagent_5,ReagentCount_5,Reagent_6,ReagentCount_6,Reagent_7,ReagentCount_7,Reagent_8,ReagentCount_8
2164,Fine Leather Gloves,24,2312,0,0,0,0,4231,1,2318,4,2320,2,0,0,0,0,0,0,0,0,0,0
2165,Medium Armor Kit,24,2313,0,0,0,0,2319,4,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
2166,Toughened Leather Armor,24,2314,0,0,0,0,2319,10,4231,6,2321,2,0,0,0,0,0,0,0,0,0,0
2167,Dark Leather Boots,24,2315,0,0,0,0,2319,4,2321,2,4340,1,0,0,0,0,0,0,0,0,0,0
2168,Dark Leather Cloak,24,2316,0,0,0,0,2319,8,2321,1,4340,1,0,0,0,0,0,0,0,0,0,0
2169,Dark Leather Tunic,24,2317,0,0,0,0,2319,6,2321,1,4340,1,0,0,0,0,0,0,0,0,0,0
2329,Elixir of Lion's Strength,24,2454,0,0,0,0,2449,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2330,Minor Healing Potion,24,118,0,0,0,0,2447,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2331,Minor Mana Potion,24,2455,0,0,0,0,785,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
2332,Minor Rejuvenation Potion,24,2456,0,0,0,0,785,2,2447,1,3371,1,0,0,0,0,0,0,0,0,0,0
2333,Elixir of Lesser Agility,24,3390,0,0,0,0,3355,1,2452,1,3372,1,0,0,0,0,0,0,0,0,0,0
2334,Elixir of Minor Fortitude,24,2458,0,0,0,0,2449,2,2447,1,3371,1,0,0,0,0,0,0,0,0,0,0
2335,Swiftness Potion,24,2459,0,0,0,0,2452,1,2450,1,3371,1,0,0,0,0,0,0,0,0,0,0
2336,Elixir of Tongues,24,2460,0,0,0,0,2449,2,785,2,3371,1,0,0,0,0,0,0,0,0,0,0
2337,Lesser Healing Potion,24,858,0,0,0,0,118,1,2450,1,0,0,0,0,0,0,0,0,0,0,0,0
2362,Create Spellstone,24,41191,0,0,0,0,6265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,Brown Linen Vest,24,2568,0,0,0,0,2996,1,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
2386,Linen Boots,24,2569,0,0,0,0,2996,3,2320,1,2318,1,0,0,0,0,0,0,0,0,0,0
2387,Linen Cloak,24,2570,0,0,0,0,2996,1,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
2389,Red Linen Robe,24,2572,0,0,0,0,2996,3,2320,2,2604,2,0,0,0,0,0,0,0,0,0,0
2392,Red Linen Shirt,24,2575,0,0,0,0,2996,2,2320,1,2604,1,0,0,0,0,0,0,0,0,0,0
2393,White Linen Shirt,24,2576,0,0,0,0,2996,1,2320,1,2324,1,0,0,0,0,0,0,0,0,0,0
2394,Blue Linen Shirt,24,2577,0,0,0,0,2996,2,2320,1,6260,1,0,0,0,0,0,0,0,0,0,0
2395,Barbaric Linen Vest,24,2578,0,0,0,0,2996,4,2318,1,2321,1,0,0,0,0,0,0,0,0,0,0
2396,Green Linen Shirt,24,2579,0,0,0,0,2996,3,2321,1,2605,1,0,0,0,0,0,0,0,0,0,0
2397,Reinforced Linen Cape,24,2580,0,0,0,0,2996,2,2320,3,0,0,0,0,0,0,0,0,0,0,0,0
2399,Green Woolen Vest,24,2582,0,0,0,0,2997,2,2321,2,2605,1,0,0,0,0,0,0,0,0,0,0
2401,Woolen Boots,24,2583,0,0,0,0,2997,4,2321,2,2318,2,0,0,0,0,0,0,0,0,0,0
2402,Woolen Cape,24,2584,0,0,0,0,2997,1,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
2403,Gray Woolen Robe,24,2585,0,0,0,0,2997,4,2321,3,4340,1,0,0,0,0,0,0,0,0,0,0
2406,Gray Woolen Shirt,24,2587,0,0,0,0,2997,2,2321,1,4340,1,0,0,0,0,0,0,0,0,0,0
2538,Charred Wolf Meat,24,2679,0,0,0,0,2672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2539,Spiced Wolf Meat,24,2680,0,0,0,0,2672,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2540,Roasted Boar Meat,24,2681,0,0,0,0,769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2541,Coyote Steak,24,2684,0,0,0,0,2673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2542,Goretusk Liver Pie,24,724,0,0,0,0,723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2543,Westfall Stew,24,733,0,0,0,0,729,1,730,1,731,1,0,0,0,0,0,0,0,0,0,0
2544,Crab Cake,24,2683,0,0,0,0,2674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2545,Cooked Crab Claw,24,2682,0,0,0,0,2675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,Dry Pork Ribs,24,2687,0,0,0,0,2677,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2547,Redridge Goulash,24,1082,0,0,0,0,1081,1,1080,1,0,0,0,0,0,0,0,0,0,0,0,0
2548,Succulent Pork Ribs,24,2685,0,0,0,0,2677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2549,Seasoned Wolf Kabob,24,1017,0,0,0,0,1015,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2605,Sharpen Blade,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2657,Smelt Copper,24,2840,0,0,0,0,2770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2658,Smelt Silver,24,2842,0,0,0,0,2775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2659,Smelt Bronze,24,2841,0,0,0,0,2840,1,3576,1,0,0,0,0,0,0,0,0,0,0,0,0
2660,Rough Sharpening Stone,24,2862,0,0,0,0,2835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2661,Copper Chain Belt,24,2851,0,0,0,0,2840,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,Copper Chain Pants,24,2852,0,0,0,0,2840,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2663,Copper Bracers,24,2853,0,0,0,0,2840,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,Runed Copper Bracers,24,2854,0,0,0,0,2840,10,3470,3,0,0,0,0,0,0,0,0,0,0,0,0
2665,Coarse Sharpening Stone,24,2863,0,0,0,0,2836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2666,Runed Copper Belt,24,2857,0,0,0,0,2840,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2667,Runed Copper Breastplate,24,2864,0,0,0,0,2840,12,1210,1,3470,2,0,0,0,0,0,0,0,0,0,0
2668,Rough Bronze Leggings,24,2865,0,0,0,0,2841,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2670,Rough Bronze Cuirass,24,2866,0,0,0,0,2841,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2671,Rough Bronze Bracers,24,2867,0,0,0,0,2841,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2672,Patterned Bronze Bracers,24,2868,0,0,0,0,2841,5,3478,2,0,0,0,0,0,0,0,0,0,0,0,0
2673,Silvered Bronze Breastplate,24,2869,0,0,0,0,2841,10,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
2674,Heavy Sharpening Stone,24,2871,0,0,0,0,2838,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,Shining Silver Breastplate,24,2870,0,0,0,0,2841,20,1206,2,1705,2,5500,2,2842,4,0,0,0,0,0,0
2737,Copper Mace,24,2844,0,0,0,0,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2738,Copper Axe,24,2845,0,0,0,0,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2739,Copper Shortsword,24,2847,0,0,0,0,2840,6,2880,1,2589,2,0,0,0,0,0,0,0,0,0,0
2740,Bronze Mace,24,2848,0,0,0,0,2841,6,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2741,Bronze Axe,24,2849,0,0,0,0,2841,7,2880,4,2319,1,0,0,0,0,0,0,0,0,0,0
2742,Bronze Shortsword,24,2850,0,0,0,0,2841,5,2880,4,2319,2,0,0,0,0,0,0,0,0,0,0
2795,Beer Basted Boar Ribs,24,2888,0,0,0,0,2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2823,Deadly Poison,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2824,Deadly Poison II,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2828,Sharpen Blade,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2829,Sharpen Blade II,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,Sharpen Blade III,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2831,Armor +8,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,Armor +16,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2833,Armor +24,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2881,Light Leather,24,2318,0,0,0,0,2934,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2963,Bolt of Linen Cloth,24,2996,0,0,0,0,2589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2964,Bolt of Woolen Cloth,24,2997,0,0,0,0,2592,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,Enhance Blunt Weapon,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3113,Enhance Blunt Weapon II,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3114,Enhance Blunt Weapon III,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3115,Rough Weightstone,24,3239,0,0,0,0,2835,1,2589,1,0,0,0,0,0,0,0,0,0,0,0,0
3116,Coarse Weightstone,24,3240,0,0,0,0,2836,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3117,Heavy Weightstone,24,3241,0,0,0,0,2838,1,2592,1,0,0,0,0,0,0,0,0,0,0,0,0
3170,Weak Troll's Blood Elixir,24,3382,0,0,0,0,2447,1,2449,2,3371,1,0,0,0,0,0,0,0,0,0,0
3171,Elixir of Wisdom,24,3383,0,0,0,0,785,1,2450,2,3371,1,0,0,0,0,0,0,0,0,0,0
3172,Minor Magic Resistance Potion,24,3384,0,0,0,0,785,3,3355,1,3371,1,0,0,0,0,0,0,0,0,0,0
3173,Lesser Mana Potion,24,3385,0,0,0,0,785,1,3820,1,3371,1,0,0,0,0,0,0,0,0,0,0
3174,Potion of Curing,24,3386,0,0,0,0,1288,1,2453,1,3372,1,0,0,0,0,0,0,0,0,0,0
3175,Limited Invulnerability Potion,24,3387,0,0,0,0,8839,2,8845,1,8925,1,0,0,0,0,0,0,0,0,0,0
3176,Strong Troll's Blood Elixir,24,3388,0,0,0,0,2453,2,2450,2,3372,1,0,0,0,0,0,0,0,0,0,0
3177,Elixir of Defense,24,3389,0,0,0,0,3355,1,3820,1,3372,1,0,0,0,0,0,0,0,0,0,0
3188,Elixir of Ogre's Strength,24,3391,0,0,0,0,2449,1,3356,1,3372,1,0,0,0,0,0,0,0,0,0,0
3230,Elixir of Minor Agility,24,2457,0,0,0,0,2452,1,765,1,3371,1,0,0,0,0,0,0,0,0,0,0
3231,QAEnchant Cloak +3 Agility,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3275,Linen Bandage,24,1251,0,0,0,0,2589,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3276,Heavy Linen Bandage,24,2581,0,0,0,0,2589,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3277,Wool Bandage,24,3530,0,0,0,0,2592,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3278,Heavy Wool Bandage,24,3531,0,0,0,0,2592,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3286,Bind,11,0,24,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3292,Heavy Copper Broadsword,24,3487,0,0,0,0,2840,14,2880,2,818,2,2319,2,0,0,0,0,0,0,0,0
3293,Copper Battle Axe,24,3488,0,0,0,0,2840,12,2880,2,774,2,3470,2,2318,2,0,0,0,0,0,0
3294,Thick War Axe,24,3489,0,0,0,0,2840,10,2880,2,2842,2,3470,2,2318,2,0,0,0,0,0,0
3295,Deadly Bronze Poniard,24,3490,0,0,0,0,2841,4,3466,1,2459,1,1210,2,3478,2,2319,2,0,0,0,0
3296,Heavy Bronze Mace,24,3491,0,0,0,0,2841,8,3466,1,1206,1,1210,1,3478,2,2319,2,0,0,0,0
3297,Mighty Iron Hammer,24,3492,0,0,0,0,3575,6,3466,2,3391,1,1705,2,3478,2,2319,2,0,0,0,0
3304,Smelt Tin,24,3576,0,0,0,0,2771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Smelt Iron,24,3575,0,0,0,0,2772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Smelt Gold,24,3577,0,0,0,0,2776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,Copper Chain Boots,24,3469,0,0,0,0,2840,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3320,Rough Grinding Stone,24,3470,0,0,0,0,2835,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,Copper Chain Vest,24,3471,0,0,0,0,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3323,Runed Copper Gauntlets,24,3472,0,0,0,0,2840,8,3470,2,0,0,0,0,0,0,0,0,0,0,0,0
3324,Runed Copper Pants,24,3473,0,0,0,0,2840,8,2321,2,3470,3,0,0,0,0,0,0,0,0,0,0
3325,Gemmed Copper Gauntlets,24,3474,0,0,0,0,2840,8,818,1,774,1,0,0,0,0,0,0,0,0,0,0
3326,Coarse Grinding Stone,24,3478,0,0,0,0,2836,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Rough Bronze Shoulders,24,3480,0,0,0,0,2841,5,3478,1,0,0,0,0,0,0,0,0,0,0,0,0
3330,Silvered Bronze Shoulders,24,3481,0,0,0,0,2841,8,2842,2,3478,2,0,0,0,0,0,0,0,0,0,0
3331,Silvered Bronze Boots,24,3482,0,0,0,0,2841,6,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3333,Silvered Bronze Gauntlets,24,3483,0,0,0,0,2841,8,2842,1,3478,2,0,0,0,0,0,0,0,0,0,0
3334,Green Iron Boots,24,3484,0,0,0,0,3575,6,3478,2,2605,1,0,0,0,0,0,0,0,0,0,0
3336,Green Iron Gauntlets,24,3485,0,0,0,0,3575,4,5498,2,3478,2,2605,1,0,0,0,0,0,0,0,0
3337,Heavy Grinding Stone,24,3486,0,0,0,0,2838,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,Crocolisk Steak,24,3662,0,0,0,0,2924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3371,Blood Sausage,24,3220,0,0,0,0,3173,1,3172,1,3174,1,0,0,0,0,0,0,0,0,0,0
3372,Murloc Fin Soup,24,3663,0,0,0,0,1468,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,Crocolisk Gumbo,24,3664,0,0,0,0,3667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3376,Curiously Tasty Omelet,24,3665,0,0,0,0,3685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3377,Gooey Spider Cake,24,3666,0,0,0,0,2251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3397,Big Bear Steak,24,3726,0,0,0,0,3730,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,Hot Lion Chops,24,3727,0,0,0,0,3731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3399,Tasty Lion Steak,24,3728,0,0,0,0,3731,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400,Soothing Turtle Bisque,24,3729,0,0,0,0,3712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,Crippling Poison,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,Healing Potion,24,929,0,0,0,0,2453,1,2450,1,3372,1,0,0,0,0,0,0,0,0,0,0
3448,Lesser Invisibility Potion,24,3823,0,0,0,0,3818,1,3355,1,3372,1,0,0,0,0,0,0,0,0,0,0
3449,Shadow Oil,24,3824,0,0,0,0,3818,4,3369,4,3372,1,0,0,0,0,0,0,0,0,0,0
3450,Elixir of Fortitude,24,3825,0,0,0,0,3355,1,3821,1,3372,1,0,0,0,0,0,0,0,0,0,0
3451,Major Troll's Blood Elixir,24,3826,0,0,0,0,3357,1,2453,1,3372,1,0,0,0,0,0,0,0,0,0,0
3452,Mana Potion,24,3827,0,0,0,0,3820,1,3356,1,3372,1,0,0,0,0,0,0,0,0,0,0
3453,Elixir of Detect Lesser Invisibility,24,3828,0,0,0,0,3358,1,3818,1,3372,1,0,0,0,0,0,0,0,0,0,0
3454,Frost Oil,24,3829,0,0,0,0,3358,4,3819,2,3372,1,0,0,0,0,0,0,0,0,0,0
3491,Big Bronze Knife,24,3848,0,0,0,0,2841,6,2880,4,3470,2,818,1,2319,1,0,0,0,0,0,0
3492,Hardened Iron Shortsword,24,3849,0,0,0,0,3575,6,3466,2,3486,1,1705,2,4234,3,0,0,0,0,0,0
3493,Jade Serpentblade,24,3850,0,0,0,0,3575,8,3466,2,3486,2,1529,2,4234,3,0,0,0,0,0,0
3494,Solid Iron Maul,24,3851,0,0,0,0,3575,8,3466,2,3486,1,2842,4,4234,2,0,0,0,0,0,0
3495,Golden Iron Destroyer,24,3852,0,0,0,0,3575,10,3577,4,1705,2,3466,2,4234,2,3486,2,0,0,0,0
3496,Moonsteel Broadsword,24,3853,0,0,0,0,3859,8,3466,2,3486,2,1705,3,4234,3,0,0,0,0,0,0
3497,Frost Tiger Blade,24,3854,0,0,0,0,3859,12,0,0,0,0,1529,2,3829,2,0,0,0,0,0,0
3498,Massive Iron Axe,24,3855,0,0,0,0,3575,14,3466,2,3486,2,3577,4,4234,2,0,0,0,0,0,0
3500,Shadow Crescent Axe,24,3856,0,0,0,0,3859,10,0,0,0,0,3864,2,3824,2,0,0,0,0,0,0
3501,Green Iron Bracers,24,3835,0,0,0,0,3575,6,2605,1,0,0,0,0,0,0,0,0,0,0,0,0
3502,Green Iron Helm,24,3836,0,0,0,0,3575,12,3864,1,2605,1,0,0,0,0,0,0,0,0,0,0
3503,Golden Scale Coif,24,3837,0,0,0,0,3859,8,3577,2,3486,2,0,0,0,0,0,0,0,0,0,0
3504,Green Iron Shoulders,24,3840,0,0,0,0,3575,7,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3505,Golden Scale Shoulders,24,3841,0,0,0,0,3859,6,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3506,Green Iron Leggings,24,3842,0,0,0,0,3575,8,3486,1,2605,1,0,0,0,0,0,0,0,0,0,0
3507,Golden Scale Leggings,24,3843,0,0,0,0,3575,10,3577,2,3486,1,0,0,0,0,0,0,0,0,0,0
3508,Green Iron Hauberk,24,3844,0,0,0,0,3575,20,3486,4,1529,2,1206,2,4255,1,0,0,0,0,0,0
3511,Golden Scale Cuirass,24,3845,0,0,0,0,3859,12,3577,2,3486,4,0,0,0,0,0,0,0,0,0,0
3513,Polished Steel Boots,24,3846,0,0,0,0,3859,8,3864,1,1705,1,3486,2,0,0,0,0,0,0,0,0
3515,Golden Scale Boots,24,3847,0,0,0,0,3859,10,3577,4,3486,4,0,0,0,0,0,0,0,0,0,0
3552,Conjure Mana Gem,24,5513,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,Smelt Steel,24,3859,0,0,0,0,3575,1,3857,1,0,0,0,0,0,0,0,0,0,0,0,0
3594,Shadow Oil,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,Frost Oil,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3753,Handstitched Leather Belt,24,4237,0,0,0,0,2318,6,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
3755,Linen Bag,24,4238,0,0,0,0,2996,3,2320,3,0,0,0,0,0,0,0,0,0,0,0,0
3756,Embossed Leather Gloves,24,4239,0,0,0,0,2318,3,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
3757,Woolen Bag,24,4240,0,0,0,0,2997,3,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
3758,Green Woolen Bag,24,4241,0,0,0,0,2997,4,2605,1,2321,1,0,0,0,0,0,0,0,0,0,0
3759,Embossed Leather Pants,24,4242,0,0,0,0,4231,1,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0
3760,Hillman's Cloak,24,3719,0,0,0,0,4234,5,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
3761,Fine Leather Tunic,24,4243,0,0,0,0,4231,3,2318,6,2320,4,0,0,0,0,0,0,0,0,0,0
3762,Hillman's Leather Vest,24,4244,0,0,0,0,4243,1,4231,2,2320,2,0,0,0,0,0,0,0,0,0,0
3763,Fine Leather Belt,24,4246,0,0,0,0,2318,6,2320,2,0,0,0,0,0,0,0,0,0,0,0,0
3764,Hillman's Leather Gloves,24,4247,0,0,0,0,2319,14,2321,4,0,0,0,0,0,0,0,0,0,0,0,0
3765,Dark Leather Gloves,24,4248,0,0,0,0,2319,8,5373,2,2321,1,4340,1,0,0,0,0,0,0,0,0
3766,Dark Leather Belt,24,4249,0,0,0,0,4246,1,4233,1,2321,2,4340,1,0,0,0,0,0,0,0,0
3767,Hillman's Belt,24,4250,0,0,0,0,2319,8,3383,1,2321,2,0,0,0,0,0,0,0,0,0,0
3768,Hillman's Shoulders,24,4251,0,0,0,0,4233,1,2319,4,2321,1,0,0,0,0,0,0,0,0,0,0
3769,Dark Leather Shoulders,24,4252,0,0,0,0,2319,12,3390,1,4340,1,2321,2,0,0,0,0,0,0,0,0
3770,Toughened Leather Gloves,24,4253,0,0,0,0,2319,4,4233,2,3389,2,3182,2,2321,2,0,0,0,0,0,0
3771,Barbaric Gloves,24,4254,0,0,0,0,4234,6,5637,2,2321,1,0,0,0,0,0,0,0,0,0,0
3772,Green Leather Armor,24,4255,0,0,0,0,4234,9,2605,2,2321,4,0,0,0,0,0,0,0,0,0,0
3773,Guardian Armor,24,4256,0,0,0,0,4236,2,4234,12,3824,1,2321,2,0,0,0,0,0,0,0,0
3774,Green Leather Belt,24,4257,0,0,0,0,4236,1,4234,5,2321,1,2605,1,7071,1,0,0,0,0,0,0
3775,Guardian Belt,24,4258,0,0,0,0,4236,2,4234,4,2321,1,7071,1,0,0,0,0,0,0,0,0
3776,Green Leather Bracers,24,4259,0,0,0,0,4236,2,4234,6,2605,1,2321,1,0,0,0,0,0,0,0,0
3777,Guardian Leather Bracers,24,4260,0,0,0,0,4234,6,4236,2,4291,1,0,0,0,0,0,0,0,0,0,0
3778,Gem-studded Leather Belt,24,4262,0,0,0,0,4236,4,5500,1,1529,1,3864,1,2321,1,0,0,0,0,0,0
3779,Barbaric Belt,24,4264,0,0,0,0,4234,6,4236,2,4096,2,5633,1,4291,1,7071,1,0,0,0,0
3780,Heavy Armor Kit,24,4265,0,0,0,0,4234,5,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
3813,Small Silk Pack,24,4245,0,0,0,0,4305,3,4234,2,2321,3,0,0,0,0,0,0,0,0,0,0
3816,Cured Light Hide,24,4231,0,0,0,0,783,1,4289,1,0,0,0,0,0,0,0,0,0,0,0,0
3817,Cured Medium Hide,24,4233,0,0,0,0,4232,1,4289,1,0,0,0,0,0,0,0,0,0,0,0,0
3818,Cured Heavy Hide,24,4236,0,0,0,0,4235,1,4289,3,0,0,0,0,0,0,0,0,0,0,0,0
3839,Bolt of Silk Cloth,24,4305,0,0,0,0,4306,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3840,Heavy Linen Gloves,24,4307,0,0,0,0,2996,2,2320,1,0,0,0,0,0,0,0,0,0,0,0,0
3841,Green Linen Bracers,24,4308,0,0,0,0,2996,3,2320,2,2605,1,0,0,0,0,0,0,0,0,0,0
3842,Handstitched Linen Britches,24,4309,0,0,0,0,2996,4,2321,2,0,0,0,0,0,0,0,0,0,0,0,0
3843,Heavy Woolen Gloves,24,4310,0,0,0,0,2997,3,2321,1,0,0,0,0,0,0,0,0,0,0,0,0
3844,Heavy Woolen Cloak,24,4311,0,0,0,0,2997,3,2321,2,5498,2,0,0,0,0,0,0,0,0,0,0
3845,Soft-soled Linen Boots,24,4312,0,0,0,0,2996,5,2318,2,2321,1,0,0,0,0,0,0,0,0,0,0
3847,Red Woolen Boots,24,4313,0,0,0,0,2997,4,2318,2,2321,1,2604,2,0,0,0,0,0,0,0,0
