id,name
2680,Spiced Wolf Meat
2681,Roasted Boar Meat
2682,Cooked Crab Claw
2683,Crab Cake
2684,Coyote Steak
2685,Succulent Pork Ribs
2687,Dry Pork Ribs
2770,Copper Ore
2771,Tin Ore
2772,Iron Ore
2775,Silver Ore
2776,Gold Ore
2835,Rough Stone
2836,Coarse Stone
2838,Heavy Stone
2840,Copper Bar
2841,Bronze Bar
2842,Silver Bar
2844,Copper Mace
2845,Copper Axe
2847,Copper Shortsword
2848,Bronze Mace
2849,Bronze Axe
2850,Bronze Shortsword
2851,Copper Chain Belt
2852,Copper Chain Pants
2853,Copper Bracers
2854,Runed Copper Bracers
2857,Runed Copper Belt
2862,Rough Sharpening Stone
2863,Coarse Sharpening Stone
2864,Runed Copper Breastplate
2865,Rough Bronze Leggings
2866,Rough Bronze Cuirass
2867,Rough Bronze Bracers
2868,Patterned Bronze Bracers
2869,Silvered Bronze Breastplate
2870,Shining Silver Breastplate
2871,Heavy Sharpening Stone
2880,Weak Flux
2886,Crag Boar Rib
2888,Beer Basted Boar Ribs
2901,Mining Pick
2924,Crocolisk Meat
2934,Ruined Leather Scraps
2996,Bolt of Linen Cloth
2997,Bolt of Woolen Cloth
3012,Scroll of Agility
3030,Razor Arrow
3164,Discolored Worg Heart
3172,Boar Intestines
3173,Bear Meat
3174,Spider Ichor
3182,Spider&apos;s Silk
3220,Blood Sausage
3239,Rough Weightstone
3240,Coarse Weightstone
3241,Heavy Weightstone
3300,Rabbit&apos;s Foot
3355,Wild Steelbloom
3356,Kingsblood
3357,Liferoot
3358,Khadgar&apos;s Whisker
3369,Grave Moss
3371,Empty Vial
3372,Leaded Vial
3382,Weak Troll&apos;s Blood Elixir
3383,Elixir of Wisdom
3384,Minor Magic Resistance Potion
3385,Lesser Mana Potion
3386,Potion of Curing
3387,Limited Invulnerability Potion
3388,Strong Troll&apos;s Blood Elixir
3389,Elixir of Defense
3390,Elixir of Lesser Agility
3391,Elixir of Ogre&apos;s Strength
3404,Buzzard Wing
3466,Strong Flux
3469,Copper Chain Boots
3470,Rough Grinding Stone
3471,Copper Chain Vest
3472,Runed Copper Gauntlets
3473,Runed Copper Pants
3474,Gemmed Copper Gauntlets
3478,Coarse Grinding Stone
3480,Rough Bronze Shoulders
3481,Silvered Bronze Shoulders
3482,Silvered Bronze Boots
3483,Silvered Bronze Gauntlets
3484,Green Iron Boots
3485,Green Iron Gauntlets
3486,Heavy Grinding Stone
3487,Heavy Copper Broadsword
3488,Copper Battle Axe
3489,Thick War Axe
3490,Deadly Bronze Poniard
3491,Heavy Bronze Mace
3492,Mighty Iron Hammer
3530,Wool Bandage
3531,Heavy Wool Bandage
3575,Iron Bar
3576,Tin Bar
3577,Gold Bar
3662,Crocolisk Steak
3663,Murloc Fin Soup
3664,Crocolisk Gumbo
3665,Curiously Tasty Omelet
3666,Gooey Spider Cake
3667,Tender Crocolisk Meat
3685,Raptor Egg
3712,Turtle Meat
3719,Hillman&apos;s Cloak
3726,Big Bear Steak
3727,Hot Lion Chops
3728,Tasty Lion Steak
3729,Soothing Turtle Bisque
3730,Big Bear Meat
3731,Lion Meat
3772,Conjured Spring Water
3818,Fadeleaf
3819,Wintersbite
3820,Stranglekelp
3821,Goldthorn
3823,Lesser Invisibility Potion
3824,Shadow Oil
3825,Elixir of Fortitude
3826,Major Troll&apos;s Blood Elixir
3827,Mana Potion
3828,Elixir of Detect Lesser Invisibility
3829,Frost Oil
3835,Green Iron Bracers
3836,Green Iron Helm
3837,Golden Scale Coif
3840,Green Iron Shoulders
3841,Golden Scale Shoulders
3842,Green Iron Leggings
3843,Golden Scale Leggings
3844,Green Iron Hauberk
3845,Golden Scale Cuirass
3846,Polished Steel Boots
3847,Golden Scale Boots
3848,Big Bronze Knife
3849,Hardened Iron Shortsword
3850,Jade Serpentblade
3851,Solid Iron Maul
3852,Golden Iron Destroyer
3853,Moonsteel Broadsword
3854,Frost Tiger Blade
3855,Massive Iron Axe
3856,Shadow Crescent Axe
3857,Coal
3858,Mithril Ore
3859,Steel Bar
3860,Mithril Bar
3864,Citrine
3928,Superior Healing Potion
4096,Coarse Gorilla Hair
4231,Cured Light Hide
4232,Medium Hide
4233,Cured Medium Hide
4234,Heavy Leather
4235,Heavy Hide
4236,Cured Heavy Hide
4237,Handstitched Leather Belt
4238,Linen Bag
4239,Embossed Leather Gloves
4240,Woolen Bag
4241,Green Woolen Bag
4242,Embossed Leather Pants
4243,Fine Leather Tunic
4244,Hillman&apos;s Leather Vest
4245,Small Silk Pack
4246,Fine Leather Belt
4247,Hillman&apos;s Leather Gloves
4248,Dark Leather Gloves
4249,Dark Leather Belt
4250,Hillman&apos;s Belt
4251,Hillman&apos;s Shoulders
4252,Dark Leather Shoulders
4253,Toughened Leather Gloves
4254,Barbaric Gloves
4255,Green Leather Armor
4256,Guardian Armor
4257,Green Leather Belt
4258,Guardian Belt
4259,Green Leather Bracers
4260,Guardian Leather Bracers
4262,Gem-studded Leather Belt
4264,Barbaric Belt
4265,Heavy Armor Kit
4289,Salt
4291,Silken Thread
4304,Thick Leather
4305,Bolt of Silk Cloth
4306,Silk Cloth
4307,Heavy Linen Gloves
4308,Green Linen Bracers
4309,Handstitched Linen Britches
4310,Heavy Woolen Gloves
4311,Heavy Woolen Cloak
4312,Soft-soled Linen Boots
4313,Red Woolen Boots
4314,Double-stitched Woolen Shoulders
4315,Reinforced Woolen Shoulders
4316,Heavy Woolen Pants
4317,Phoenix Pants
4318,Gloves of Meditation
4319,Azure Silk Gloves
4320,Spidersilk Boots
4321,Spider Silk Slippers
4322,Enchanter&apos;s Cowl
4323,Shadow Hood
4324,Azure Silk Vest
4325,Boots of the Enchanter
4326,Long Silken Cloak
4327,Icy Cloak
4328,Spider Belt
4329,Star Belt
4330,Stylish Red Shirt
4331,Phoenix Gloves
4332,Bright Yellow Shirt
4333,Dark Silk Shirt
4334,Formal White Shirt
4335,Rich Purple Silk Shirt
4336,Black Swashbuckler&apos;s Shirt
4337,Thick Spider&apos;s Silk
4338,Mageweave Cloth
4339,Bolt of Mageweave
4340,Gray Dye
4341,Yellow Dye
4342,Purple Dye
4343,Brown Linen Pants
4344,Brown Linen Shirt
4357,Rough Blasting Powder
4358,Rough Dynamite
4359,Handful of Copper Bolts
4360,Rough Copper Bomb
4361,Copper Tube
4362,Rough Boomstick
4363,Copper Modulator
4364,Coarse Blasting Powder
4365,Coarse Dynamite
4366,Target Dummy
4367,Small Seaforium Charge
4368,Flying Tiger Goggles
4369,Deadly Blunderbuss
4370,Large Copper Bomb
4371,Bronze Tube
4372,Lovingly Crafted Boomstick
4373,Shadow Goggles
4374,Small Bronze Bomb
4375,Whirring Bronze Gizmo
4376,Flame Deflector
4377,Heavy Blasting Powder
4378,Heavy Dynamite
4379,Silver-plated Shotgun
4380,Big Bronze Bomb
4381,Minor Recombobulator
4382,Bronze Framework
4383,Moonsight Rifle
4384,Explosive Sheep
4385,Green Tinted Goggles
4386,Ice Deflector
4387,Iron Strut
4388,Discombobulator Ray
4389,Gyrochronatom
4390,Iron Grenade
4391,Compact Harvest Reaper Kit
4392,Advanced Target Dummy
4393,Craftsman&apos;s Monocle
4394,Big Iron Bomb
4395,Goblin Land Mine
4396,Mechanical Dragonling
4397,Gnomish Cloaking Device
4398,Large Seaforium Charge
4399,Wooden Stock
4400,Heavy Stock
4401,Mechanical Squirrel Box
4402,Small Flame Sac
4403,Portable Bronze Mortar
4404,Silver Contact
4405,Crude Scope
4406,Standard Scope
4407,Accurate Scope
4419,Scroll of Intellect III
4422,Scroll of Stamina III
4424,Scroll of Spirit III
4425,Scroll of Agility III
4426,Scroll of Strength III
4455,Raptor Hide Harness
4456,Raptor Hide Belt
4457,Barbecued Buzzard Wing
4461,Raptor Hide
4470,Simple Wood
4589,Long Elegant Feather
4592,Longjaw Mud Snapper
4593,Bristle Whisker Catfish
4594,Rockscale Cod
4596,Discolored Healing Potion
4603,Raw Spotted Yellowtail
4611,Blue Pearl
4623,Lesser Stoneshield Potion
4625,Firebloom
4655,Giant Clam Meat
4703,Broken Tools
4791,Enchanted Water
4852,Flash Bomb
5051,Dig Rat
5060,Thieves&apos; Tools
5081,Kodo Hide Bag
5082,Thin Kodo Leather
5095,Rainbow Fin Albacore
5175,Earth Totem
5176,Fire Totem
5177,Water Totem
5178,Air Totem
5184,Filled Crystal Phial
5232,Minor Soulstone
5349,Conjured Muffin
5350,Conjured Water
5373,Lucky Charm
5396,Key to Searing Gorge
5455,Divined Scroll
5462,Dartol&apos;s Rod of Transformation
5465,Small Spider Leg
5466,Scorpid Stinger
5467,Kodo Meat
5468,Soft Frenzy Flesh
5469,Strider Meat
5470,Thunder Lizard Tail
5471,Stag Meat
5472,Kaldorei Spider Kabob
5473,Scorpid Surprise
5474,Roasted Kodo Meat
5476,Fillet of Frenzy
5477,Strider Stew
5478,Dig Rat Stew
5479,Crispy Lizard Tail
5480,Lean Venison
5498,Small Lustrous Pearl
5500,Iridescent Pearl
5503,Clam Meat
5504,Tangy Clam Meat
5507,Ornate Spyglass
5513,Mana Jade
5514,Mana Agate
5525,Boiled Clams
5526,Clam Chowder
5527,Goblin Deviled Clams
5540,Pearl-handled Dagger
5541,Iridescent Hammer
5542,Pearl-clasped Cloak
5631,Rage Potion
5633,Great Rage Potion
5634,Free Action Potion
5635,Sharp Claw
5637,Large Fang
5639,Filled Jade Phial
5645,Filled Tourmaline Phial
5646,Vial of Blessed Water
5739,Barbaric Harness
5762,Red Linen Bag
5763,Red Woolen Bag
5764,Green Silk Pack
5765,Black Silk Pack
5766,Lesser Wizard&apos;s Robe
5770,Robes of Arcana
5780,Murloc Scale Belt
5781,Murloc Scale Breastplate
5782,Thick Murloc Armor
5783,Murloc Scale Bracers
5784,Slimy Murloc Scale
5785,Thick Murloc Scale
5868,Filled Etched Phial
5956,Blacksmith Hammer
5957,Handstitched Leather Vest
5958,Fine Leather Pants
5961,Dark Leather Pants
5962,Guardian Pants
5963,Barbaric Leggings
5964,Barbaric Shoulders
5965,Guardian Cloak
5966,Guardian Gloves
5996,Elixir of Water Breathing
5997,Elixir of Minor Defense
6037,Truesilver Bar
6038,Giant Clam Scorcho
6040,Golden Scale Bracers
6041,Steel Weapon Chain
6042,Iron Shield Spike
6043,Iron Counterweight
6048,Shadow Protection Potion
6049,Fire Protection Potion
6050,Frost Protection Potion
6051,Holy Protection Potion
6052,Nature Protection Potion
6149,Greater Mana Potion
6182,Dim Torch
6214,Heavy Copper Maul
6217,Copper Rod
6218,Runed Copper Rod
6219,Arclight Spanner
6238,Brown Linen Robe
6239,Red Linen Vest
6240,Blue Linen Vest
6241,White Linen Robe
6242,Blue Linen Robe
6243,Green Woolen Robe
6260,Blue Dye
6261,Orange Dye
6263,Blue Overalls
6264,Greater Adept&apos;s Robe
6265,Soul Shard
6289,Raw Longjaw Mud Snapper
6290,Brilliant Smallfish
6291,Raw Brilliant Smallfish
6303,Raw Slitherskin Mackerel
6308,Raw Bristle Whisker Catfish
6316,Loch Frenzy Delight
6317,Raw Loch Frenzy
6338,Silver Rod
6339,Runed Silver Rod
6350,Rough Bronze Boots
6358,Oily Blackmouth
6359,Firefin Snapper
6361,Raw Rainbow Fin Albacore
6362,Raw Rockscale Cod
6370,Blackmouth Oil
6371,Fire Oil
6372,Swim Speed Potion
6373,Elixir of Firepower
6384,Stylish Blue Shirt
6385,Stylish Green Shirt
6450,Silk Bandage
6451,Heavy Silk Bandage
6452,Anti-Venom
6453,Strong Anti-Venom
6466,Deviate Scale Cloak
6467,Deviate Scale Gloves
6468,Deviate Scale Belt
6470,Deviate Scale
6471,Perfect Deviate Scale
6522,Deviate Fish
6530,Nightcrawlers
6533,Aquadynamic Fish Attractor
6657,Savory Deviate Delight
6662,Elixir of Giant Growth
6709,Moonglow Vest
6712,Practice Lock
6714,Ez-Thro Dynamite
6730,Ironforge Chain
6731,Ironforge Breastplate
6733,Ironforge Gauntlets
6786,Simple Dress
6787,White Woolen Dress
6795,White Swashbuckler&apos;s Shirt
6796,Red Swashbuckler&apos;s Shirt
6836,Dress Shoes
6887,Spotted Yellowtail
6888,Herb Baked Egg
6889,Small Egg
6890,Smoked Bear Meat
6948,Hearthstone
7005,Skinning Knife
7026,Linen Belt
7027,Boots of Darkness
7046,Azure Silk Pants
7047,Hands of Darkness
7048,Azure Silk Hood
7049,Truefaith Gloves
7050,Silk Headband
7051,Earthen Vest
7052,Azure Silk Belt
7053,Azure Silk Cloak
7054,Robe of Power
7055,Crimson Silk Belt
7056,Crimson Silk Cloak
7057,Green Silken Shoulders
7058,Crimson Silk Vest
7059,Crimson Silk Shoulders
7060,Azure Shoulders
7061,Earthen Silk Belt
7062,Crimson Silk Pantaloons
7063,Crimson Silk Robe
7064,Crimson Silk Gloves
7065,Green Silk Armor
7067,Elemental Earth
7068,Elemental Fire
7069,Elemental Air
7070,Elemental Water
7071,Iron Buckle
7072,Naga Scale
7075,Core of Earth
7076,Essence of Earth
7077,Heart of Fire
7078,Essence of Fire
7079,Globe of Water
7080,Essence of Water
7081,Breath of Wind
7082,Essence of Air
7134,Sturdy Dragonmaw Shinbone
7135,Broken Dragonmaw Shinbone
7148,Goblin Jumper Cables
7166,Copper Dagger
7189,Goblin Rocket Boots
7190,Scorched Rocket Boots
7191,Fused Wiring
7206,Mirror Lake Water Sample
7268,Xavian Water Sample
7276,Handstitched Leather Cloak
7277,Handstitched Leather Bracers
7278,Light Leather Quiver
7279,Small Leather Ammo Pouch
7280,Rugged Leather Pants
7281,Light Leather Bracers
7282,Light Leather Pants
7283,Black Whelp Cloak
7284,Red Whelp Gloves
7285,Nimble Leather Gloves
7286,Black Whelp Scale
7287,Red Whelp Scale
7348,Fletcher&apos;s Gloves
7349,Herbalist&apos;s Gloves
7352,Earthen Leather Shoulders
7358,Pilferer&apos;s Gloves
7359,Heavy Earthen Gloves
7371,Heavy Quiver
7372,Heavy Leather Ammo Pouch
7373,Dusky Leather Leggings
7374,Dusky Leather Armor
7375,Green Whelp Armor
7377,Frost Leather Cloak
7378,Dusky Bracers
7386,Green Whelp Bracers
7387,Dusky Belt
7390,Dusky Boots
7391,Swift Boots
7392,Green Whelp Scale
7506,Gnomish Universal Remote
7676,Thistle Tea
7733,Staff of Prehistoria
7740,Gni&apos;kiv Medallion
7741,The Shaft of Tsol
7769,Filled Brown Waterskin
7770,Filled Blue Waterskin
7771,Filled Red Waterskin
7866,Empty Thaumaturgy Vessel
7867,Vessel of Dragon&apos;s Blood
7909,Aquamarine
7910,Star Ruby
7911,Truesilver Ore
7912,Solid Stone
7913,Barbaric Iron Shoulders
7914,Barbaric Iron Breastplate
7915,Barbaric Iron Helm
7916,Barbaric Iron Boots
7917,Barbaric Iron Gloves
7918,Heavy Mithril Shoulder
7919,Heavy Mithril Gauntlet
7920,Mithril Scale Pants
7921,Heavy Mithril Pants
7922,Steel Plate Helm
7924,Mithril Scale Bracers
7925,Mithril Scale Gloves
7926,Ornate Mithril Pants
7927,Ornate Mithril Gloves
7928,Ornate Mithril Shoulder
7929,Orcish War Leggings
7930,Heavy Mithril Breastplate
7931,Mithril Coif
7932,Mithril Scale Shoulders
7933,Heavy Mithril Boots
7934,Heavy Mithril Helm
7935,Ornate Mithril Breastplate
7936,Ornate Mithril Boots
7937,Ornate Mithril Helm
7938,Truesilver Gauntlets
7939,Truesilver Breastplate
7941,Heavy Mithril Axe
7942,Blue Glittering Axe
7943,Wicked Mithril Blade
7944,Dazzling Mithril Rapier
7945,Big Black Mace
7946,Runed Mithril Hammer
7947,Ebon Shiv
7954,The Shatterer
7955,Copper Claymore
7956,Bronze Warhammer
7957,Bronze Greatsword
7958,Bronze Battle Axe
7959,Blight
7960,Truesilver Champion
7961,Phantom Blade
7963,Steel Breastplate
7964,Solid Sharpening Stone
7965,Solid Weightstone
7966,Solid Grinding Stone
7967,Mithril Shield Spike
7969,Mithril Spurs
7970,E.C.A.C.
7971,Black Pearl
7972,Ichor of Undeath
7974,Zesty Clam Meat
8007,Mana Citrine
8008,Mana Ruby
8067,Crafted Light Shot
8068,Crafted Heavy Shot
8069,Crafted Solid Shot
8075,Conjured Sourdough
8076,Conjured Sweet Roll
8077,Conjured Mineral Water
8078,Conjured Sparkling Water
8079,Conjured Crystal Water
8150,Deeprock Salt
8151,Flask of Mojo
8152,Flask of Big Mojo
8153,Wildvine
8154,Scorpid Scale
8165,Worn Dragonscale
8167,Turtle Scale
8169,Thick Hide
8170,Rugged Leather
8171,Rugged Hide
8172,Cured Thick Hide
8173,Thick Armor Kit
8174,Comfortable Leather Hat
8175,Nightscape Tunic
8176,Nightscape Headband
8185,Turtle Scale Leggings
8187,Turtle Scale Gloves
8189,Turtle Scale Breastplate
8191,Turtle Scale Helm
8192,Nightscape Shoulders
8193,Nightscape Pants
8195,Nightscape Cloak
8197,Nightscape Boots
8198,Turtle Scale Bracers
8200,Big Voodoo Robe
8201,Big Voodoo Mask
8202,Big Voodoo Pants
8203,Tough Scorpid Breastplate
8204,Tough Scorpid Gloves
8205,Tough Scorpid Bracers
8206,Tough Scorpid Leggings
8207,Tough Scorpid Shoulders
8208,Tough Scorpid Helm
8209,Tough Scorpid Boots
8210,Wild Leather Shoulders
8211,Wild Leather Vest
8212,Wild Leather Leggings
8213,Wild Leather Boots
8214,Wild Leather Helmet
8215,Wild Leather Cloak
8216,Big Voodoo Cloak
8217,Quickdraw Quiver
8218,Thick Leather Ammo Pouch
8343,Heavy Silken Thread
8345,Wolfshead Helm
8346,Gauntlets of the Sea
8347,Dragonscale Gauntlets
8348,Helm of Fire
8349,Feathered Breastplate
8364,Mithril Head Trout
8365,Raw Mithril Head Trout
8367,Dragonscale Breastplate
8529,Noggenfogger Elixir
8544,Mageweave Bandage
8545,Heavy Mageweave Bandage
8585,Tapped Dowsing Widget
8708,Hammer of Expertise
8827,Elixir of Water Walking
8831,Purple Lotus
8836,Arthas&apos; Tears
8838,Sungrass
8839,Blindweed
8845,Ghost Mushroom
8846,Gromsblood
8925,Crystal Vial
8949,Elixir of Agility
8951,Elixir of Greater Defense
8956,Oil of Immolation
9030,Restorative Potion
9036,Magic Resistance Potion
9060,Inlaid Mithril Cylinder
9061,Goblin Rocket Fuel
9088,Gift of Arthas
9144,Wildvine Potion
9149,Philosopher&apos;s Stone
9154,Elixir of Detect Undead
9155,Arcane Elixir
9172,Invisibility Potion
9173,Goblin Transponder
9179,Elixir of Greater Intellect
9187,Elixir of Greater Agility
9197,Elixir of Dream Vision
9206,Elixir of Giants
9210,Ghost Dye
9224,Elixir of Demonslaying
9233,Elixir of Detect Demon
9240,Mallet of Zul&apos;Farrak
9251,Upper Map Fragment
9252,Lower Map Fragment
9253,Middle Map Fragment
9254,Cuergo&apos;s Treasure Map
9255,Lahassa Essence
9256,Imbel Essence
9257,Samha Essence
9258,Byltan Essence
9260,Volatile Rum
9262,Black Vitriol
9264,Elixir of Shadow Power
9279,White Punch Card
9280,Yellow Punch Card
9281,Red Punch Card
9282,Blue Punch Card
9284,Full Leaden Collection Phial
9306,Stave of Equinex
9307,A Sparkling Stone
9312,Blue Firework
9313,Green Firework
9316,Prismatic Punch Card
9318,Red Firework
9319,Nimboya&apos;s Laden Pike
9320,Witherbark Skull
9330,Snapshot of Gammerita
9365,High Potency Radioactive Fallout
9366,Golden Scale Gauntlets
9372,Sul&apos;thraze the Lasher
9379,Sang&apos;thraze the Deflector
9421,Major Healthstone
9438,Acceptable Scorpid Sample
9440,Acceptable Basilisk Sample
9441,Acceptable Hyena Sample
9593,Treant Muisek
9594,Beast Muisek
9595,Hippogryph Muisek
9596,Faerie Dragon Muisek
9597,Mountain Giant Muisek
9718,Reforged Blade of Heroes
9719,Broken Blade of Heroes
9998,Black Mageweave Vest
9999,Black Mageweave Leggings
10001,Black Mageweave Robe
10002,Shadoweave Pants
10003,Black Mageweave Gloves
10004,Shadoweave Robe
10007,Red Mageweave Vest
10008,White Bandit Mask
10009,Red Mageweave Pants
10010,Stormcloth Pants
10011,Stormcloth Gloves
10018,Red Mageweave Gloves
10019,Dreamweave Gloves
10020,Stormcloth Vest
10021,Dreamweave Vest
10023,Shadoweave Gloves
10024,Black Mageweave Headband
10025,Shadoweave Mask
10026,Black Mageweave Boots
10027,Black Mageweave Shoulders
10028,Shadoweave Shoulders
10029,Red Mageweave Shoulders
10030,Admiral&apos;s Hat
10031,Shadoweave Boots
10032,Stormcloth Headband
10033,Red Mageweave Headband
10034,Tuxedo Shirt
10035,Tuxedo Pants
10036,Tuxedo Jacket
10038,Stormcloth Shoulders
10039,Stormcloth Boots
10040,White Wedding Dress
10041,Dreamweave Circlet
10042,Cindercloth Robe
10044,Cindercloth Boots
10045,Simple Linen Pants
10046,Simple Linen Boots
10047,Simple Kilt
10048,Colorful Kilt
10050,Mageweave Bag
10051,Red Mageweave Bag
10052,Orange Martial Shirt
10053,Simple Black Dress
10054,Lavender Mageweave Shirt
10055,Pink Mageweave Shirt
10056,Orange Mageweave Shirt
10285,Shadow Silk
10286,Heart of the Wild
10290,Pink Dye
10306,Scroll of Spirit IV
10307,Scroll of Stamina IV
10308,Scroll of Intellect IV
10309,Scroll of Agility IV
10310,Scroll of Strength IV
10421,Rough Copper Vest
10423,Silvered Bronze Leggings
10464,Staff of Command
10465,Egg of Hakkar
10498,Gyromatic Micro-Adjustor
10499,Bright-Eye Goggles
10500,Fire Goggles
10501,Catseye Ultra Goggles
10502,Spellpower Goggles Xtreme
10503,Rose Colored Goggles
10504,Green Lens
10505,Solid Blasting Powder
10506,Deepdive Helmet
10507,Solid Dynamite
10508,Mithril Blunderbuss
10510,Mithril Heavy-bore Rifle
10512,Hi-Impact Mithril Slugs
10513,Mithril Gyro-Shot
10514,Mithril Frag Bomb
10515,Torch of Retribution
10518,Parachute Cloak
10542,Goblin Mining Helmet
10543,Goblin Construction Helmet
10545,Gnomish Goggles
10546,Deadly Scope
10548,Sniper Scope
10558,Gold Power Core
10559,Mithril Tube
10560,Unstable Trigger
10561,Mithril Casing
10562,Hi-Explosive Bomb
10576,Mithril Mechanical Dragonling
10577,Goblin Mortar
10579,Explosive Arrow
10580,Goblin &quot;Boom&quot; Box
10585,Goblin Radio
10586,The Big One
10587,Goblin Bomb Dispenser
10588,Goblin Rocket Helmet
10589,Oathstone of Ysera&apos;s Dragonflight
10592,Catseye Elixir
10620,Thorium Ore
10644,Recipe: Goblin Rocket Fuel
10645,Gnomish Death Ray
10646,Goblin Sapper Charge
10647,Engineer&apos;s Ink
10648,Common Parchment
10662,Filled Egg of Hakkar
10663,Essence of Hakkar
10691,Filled Vial Labeled #1
10692,Filled Vial Labeled #2
10693,Filled Vial Labeled #3
10694,Filled Vial Labeled #4
10713,Plans: Inlaid Mithril Cylinder
10716,Gnomish Shrink Ray
10719,Mobile Alarm
10720,Gnomish Net-o-Matic Projector
10721,Gnomish Harm Prevention Belt
10723,Gnomish Ham Radio
10724,Gnomish Rocket Boots
10725,Gnomish Battle Chicken
10726,Gnomish Mind Control Cap
10727,Goblin Dragon Gun
10818,Yeh&apos;kinya&apos;s Scroll
10841,Goldthorn Tea
10938,Lesser Magic Essence
10939,Greater Magic Essence
10940,Strange Dust
10978,Small Glimmering Shard
10998,Lesser Astral Essence
11000,Shadowforge Key
11018,Un&apos;Goro Soil
11022,Packet of Tharlendris Seeds
11024,Evergreen Herb Casing
11040,Morrowgrain
11082,Greater Astral Essence
11083,Soul Dust
11084,Large Glimmering Shard
11122,Carrot on a Stick
11128,Golden Rod
11130,Runed Golden Rod
11131,Hive Wall Sample
11134,Lesser Mystic Essence
11135,Greater Mystic Essence
11137,Vision Dust
11138,Small Glowing Shard
11139,Large Glowing Shard
11144,Truesilver Rod
11145,Runed Truesilver Rod
11147,Samophlange Manual Cover
11148,Samophlange Manual Page
11149,Samophlange Manual
11174,Lesser Nether Essence
11175,Greater Nether Essence
11176,Dream Dust
11177,Small Radiant Shard
11178,Large Radiant Shard
11230,Encased Fiery Essence
11270,Nixx&apos;s Signed Pledge
11282,Oglethorpe&apos;s Signed Pledge
11283,Overspark&apos;s Signed Pledge
11287,Lesser Magic Wand
11288,Greater Magic Wand
11289,Lesser Mystic Wand
11290,Greater Mystic Wand
11291,Star Wood
11320,Bloodpetal Zapper
11370,Dark Iron Ore
11371,Dark Iron Bar
11382,Blood of the Mountain
11413,Nagmara&apos;s Filled Vial
11445,Flute of the Ancients
11470,Tablet Transcript
11482,Crystal Pylon User&apos;s Manual
11511,Cenarion Beacon
11582,Fel Salve
11590,Mechanical Repair Kit
11604,Dark Iron Plate
11605,Dark Iron Shoulders
11606,Dark Iron Mail
11607,Dark Iron Sunderer
11608,Dark Iron Pulverizer
11613,DEBUG Samophlange Manual Cover
11616,DEBUG Samophlange Manual Page
11754,Black Diamond
11811,Smoking Heart of the Mountain
11825,Pet Bombling
11826,Lil&apos; Smoky
11947,Filled Cursed Ooze Jar
11949,Filled Tainted Ooze Jar
